"11205258"|"2018-06-17"|"I ALTO GARDA Assunzioni in Apss "|"L'Azienda per i servizi sanitari della Provincia, presso la sua sede di Arco, ha indetto un avviso di selezione negli enti pubblici per due posti, con contratto a tempo indeterminato (qualifica operatore tecnico addetto ai servizi economici) a tempo pieno. Info al centro per l'impiego entro il 15 giugno. "
"1120608"|"2014-03-31"|"ALTO GARDA Farmacie in servizio "|"A disposizione, fuori orario, le farmacie Redi di Arco (tel. 0464-516214) e Riletto di Pieve di Ledro (tel. 0464-591038). "
"1125034"|"2014-04-01"|"ALTO GARDA "|"Farmacie in servizio A disposizione, fuori orario, le farmacie Redi di Arco (tel. 0464-516214) e Foletto di Pieve di Ledro (tel. 0464-591038). "
"1162665"|"2014-04-14"|"Ruatti e Negrello appaiati al traguardo di Â«VivicittÃ Â» "|"ARCO - Quasi 500 appassionati del running hanno partecipato ieri alla 31a edizione di VivicittÃ , la prova podistica promossa dalla Uisp che, come di consueto, si ripromette di abbinare la corsa alla sensibilizzazione verso la beneficenza e solidarietÃ . Dopo che domenica scorsa la manifestazione si era sviluppata in oltre 40 cittÃ  italiane e in 20 estere, ieri Ã¨ toccato anche al Trentino rispondere presente all'appello della Uisp con la prova organizzata dall'Atletica Alto Garda e Ledro lungo i 12 chilometri (poi diventati appena meno di 11 per una deviazione dell'ultim'ora, causa lavori in corso) che separano il cuore di Riva del Garda dal centro sportivo di Via Pomerio ad Arco, passaggio a Torbole incluso. Cinquecento partecipanti, si diceva, dei quali oltre 290 hanno preso il via nella prova agonistica, mentre il restante si Ã¨ limitato alla non competitiva di 5,5 chilometri, affrontate con il comun denominatore della raccolta di fondi in favore degli interventi umanitari in Libano. La prova agonistica ha visto raggiungere a braccetto il traguardo la strana coppia formata dal ventitreenne della Val di Rabbi Paolo Ruatti (Atletica Valli di Non e Sole) e dal trentenne primierotto Manuel Negrello (Us Primiero), arrivati insieme sul rettilineo dello stadio arcense con il rabbiense premiato dal cronometro con il tempo di 34'37, un secondo meno rispetto a quanto raccolto dal primierotto di Mezzano, mentre in terza posizione si Ã¨ fatto largo il ventenne scalatore Cesare Maestri (Atletica Valchiese) che ha concluso la sua prova un minuto esatto dopo il vincitore, precedendo i due nonesi Giovanni Deromedi ed Adriano Pinamonti, entrambi portacolori dell'Atletica Valli di Non e Sole. In sesta piazza si Ã¨ inserito il giudicariese del Marocco Mohamed Madouh (Atletica Valchiese), seguito a ruota da Maurizio Vacca (Gs Fraveggio) e Juri Radoani (Atletica Valchiese). La prima ragazza a raggiungere il traguardo Ã¨ stata la nonesa di Tassullo Mirella Bergamo (Gs Valsugana Trentino), approdata ad Arco dopo 41'00 (42Â° tempo assoluto) per precedere la padrona di casa Ãnisleidy CorderÃ², trentenne di origine cubana, e l'emiliana Daniela Ferraboschi; quarta la ventenne di Cles Chaira Flaim (Atletica Valli di Non e Sole). Come spesso accade VivicittÃ  Ã¨ stato davvero sport per tutti, anche per l'assessore allo sport del Comune di Arco Maria Luisa Tavernini (Cus Trento, 124a assoluta) o per l'inglese Adrian Woods (51Â°), delegato della Federazione mondiale della corsa in montagna e presente nell'Alto Garda per il sopralluogo al tracciato del mondiale under 18 in programma ad Arco il 29 giugno prossimo. Immancabile al traguardo anche Mauro Tornasi, noto maratoneta diversamente abile in carrozzina. "
"1174857"|"2014-04-18"|"Pedalare per la ricerca sui tumori "|""
"1192678"|"2014-04-25"|"Tanja e Irena le più applaudite "|"POZZA DI RONCONE - Alla Pozza di Roncone, così come ad Arco e a San Giacomo di Brentonico, tanti gli applausi per i vari Cadel Evans, Bradley Wiggins, Moreno Moser e compagnia bella. Le più acclamate, però, ovunque sono Tanja e Irena, le due bionde che in un giorno sono costrette a farsi scattare foto con centinaia di fan più o meno attempati: per la maggior parte degli appassionati al seguito del Giro del Trentino - non ce ne vogliano i campioni del pedale - le vere attrazioni sono loro, le due miss che sul podio festeggiano vincitori di tappa e leader vari. Siamo dunque convinti che, più che il conto in banca o il fisico, in tanti invidiano a Cadel il duplice bacio (ieri quadruplice, due per la tappa ed due per la maglia) delle osservatissime fanciulle, una trentina doc, una «d'adozione». Tanja Bellante ha 18 anni, è una fiemmazza di Tesero, ha un passato da ciclista, sta studiando per diventare tecnico di centro benessere e da un paio d'anni frequenta i palchi del pedale nostrano. Irena Don (per lei è solo un cognome, a differenza dell'onnipresente Daniele) invece ha 21 anni, è per metà polacca e per metà ucraina ed è iscritta alla facoltà di economia dell'università di Trento. Entrambe vivono il Giro del Trentino come un'occasione per divertirsi, e almeno per ora non sembrano puntare ad una carriera da modelle. «Sono nel ciclismo da sempre - racconta Tanja anche perché mio padre è un grandissimo appassionato. Dopo qualche anno in sella, grazie ad Ivan Conci ho avuto la possibilità di provare questa avventura ed eccomi qui... Mi diverto un sacco, in questo ambiente si ha la possibilità di conoscere posti e amici nuovi. Per ora è un divertimento, in futuro chissà. Mi piacerebbe fare il Giro d'Italia una volta, ma so che è molto difficile: punto all'edizione del 2016, visto che si dovrebbe andare a Dubai...». Sulla stessa lunghezza d'onda Irena: «Un po' per caso sono entrata in questo mondo e via via mi sono sempre più appassionata. Oltre al Giro del Trentino, partecipo anche ad altre corse di dilettanti come la Bolghera, sempre per divertirmi». Tanja grazie al Giro del Trentino ha trovato pure il fidanzato. «Lo scorso anno ho conosciuto Andrea Pasqualon (26enne professionista di Enego, in forza all'Area Zero, ndr) proprio al Giro del Trentino: non è geloso perché conosce l'ambiente e si fida di me». «Anch'io ho il fidanzato - ribatte Irena - ma lui non c'entra con il mondo del ciclismo e forse proprio per questo è abbastanza geloso...». Vabbè, forse abbiamo disilluso qualche fan delle due miss, ma pazienza, siamo sicuri che anche oggi sul Bondone sarà molto lunga la fila per una foto con Tanja e Irena. Anche perché, almeno per quest'anno, sarà l'ultima occasione. A.Z. "
"1210399"|"2014-05-03"|"I ALTO GARDA Farmacie in servizio "|"A disposizione fuori orario di servizio, le farmacie Accorsi di Riva (tel. 0464-552302), Comunale di Tenno (tel. 0464-503042) e oggi in appoggio Venezian di Arco (tel. 0464-519080). "
"1225559"|"2014-05-09"|"142 volenterosi che pedalano per aiutare la ricerca biomedica "|"Nella splendida cornice del circolo Vela Arco si è tenuta la seconda edizione di «Pedalando sul Garda per la ricerca biomedica»: 42 appassionati si sono ritrovati nella mattina ed hanno pedalato con lena, scandita dalle musiche che gli istruttori inserivano nel mixer; all'inizio della manifestazione è stato consegnata da Stefano Chelodi (presidente delegazione Fondazione Veronesi) la maglia della manifestazione e la medaglia al presidente Carlo Pompili per la splendida accoglienza riservata (così come era stato per il Circolo Vela Torbole lo scorso anno) ed una targa di ringraziamento speciale per l'impegno profuso, a nome della Fondazione Umberto Veronesi, è stata donata ad Ettore Prada vera anima di questo gruppo di sportivi \"solidali\" e sensibili ai grandi temi sociali (qual è appunto la lotta ai tumori). Al termine della manifestazione pasta party offerto dal Circolo Vela Arco ed organizzato dai suoi volontari, ha rifocillato gli stremati \"spinner\" e tutto questo lavoro (organizzativo con trasporto di 46 bike da varie palestre trentine) ha consentito alle due entità benefiche (Fondazione Veronesi e Associazione Trentina per la Medicina Genomica) di aggiungere più di mille euro (netti ovvero dedotte le spese sostenute) alla somma che a fine anno verrà consegnata per il progetto «Precision Medicine» al CIBIO diretto dal professor Quattrone prò rettore dell'Università di Trento. D.P. "
"1239839"|"2014-05-14"|"Il «testamento biologico», sabato quattro esperti a Palazzo dei Panni "|"Ad Arco si torna a parlare di «testamento biologico», tema già trattato in passato in incontri e dibattiti che hanno interessato anche la politica locale. Questa volta l'occasione è offerta da un incontro organizzato dai Lions e dal Comune che si svolgerà sabato alle 16 a Palazzo dei Panni. Ci saranno Fabrizio Zappaterra, coordinatore medico-legale dell'Inps in regione e membro del consiglio direttivo dell'Ordine dei medici chirurghi di Trento. Quindi Carlo Casonato, professore ordinario di diritto costituzionale comparato all'Università di Trento e componente del comitato nazionale di bioetica. Renzo Pegoraro, direttore scientifico della fondazione \"Lanza\" di Padova e Paolo Benciolini, ordinario di medicina legale all'Università di Padova e presidente del comitato etico dell'azienda ospedaliera padovana. Riflessioni bioetiche, ruolo del comitato etico, situazioni cliniche esemplificative, situazione attuale in Italia e sue prospettive i temi delle relazioni. L'incontro sarà moderato dal direttore de l'Adige Pierangelo Giovanetti. "
"1252128"|"2014-05-17"|"Approfondimento con il Lions club sul futuro del testamento biologico "|"Appena un paio di settimane fa (era il 2 maggio) il Lions Club altogardesano è stato protagonista di una iniziativa pensata per trasmettere ai più giovani l'importanza della sicurezza stradale ed educarli ad un uso più consapevole dei mezzi di trasporto, soprattutto motocicli e ciclomotori. Oggi, invece, il Lions club propone, con il patrocinio del Comune di Arco, un evento ancora più impegnativo, un dibattito sul «Testamento biologico» al quale parteciperanno alcuni tra i massimi esperti del settore, oltre al direttore de l'Adige, Pierangelo Giovanetti, in qualità di moderatore. Si inizia alle 16, nella sala auditorium di Palazzo Panni. Il primo ad intervenire sarà Fabrizio Zappaterra (coordinatore medico legale dell'Inps regionale, membro del consiglio direttivo dell'Ordine dei medici chirurghi di Trento) che parlerà di «Introduzione al testamento biologico: situazioni cliniche esemplificative». Quindi la parola a Carlo Casonato (professore ordinario di Diritto costituzionale comparato all'Università di Trento, componente del comitato nazionale per la bioteica) che interverrà su «Il testamento biologico: stato dell'arte e prospettive future». Terzo relatore sarà Renzo Pegoraro (direttore scientifico della Fondazione «Lanza» di Padova) che si concederà alle «Riflessioni bioetiche in tema di testamento biologico-dichiarazioni anticipate». Ultimo contributo in ordine di presentazione quello di Paolo Benciolini (professore ordinario di medicina legale dell'Università di Padova, presidente del comitato etico dell'Azienda ospedaliera padovana) che parlerà di «Ruolo ed esperienze di un comitato etico per la pratica clinica». Dopo gli interventi sarà possibile dar vita ad una tavola rotonda aperte alle domande e agli interventi del pubblico presente. Il tema, come noto, in Italia è di costante attualità vista anche la difficoltà che politica e parlamento incontrano ad affrontarlo compiutamente. Divisioni che vanno oltre le posizioni delle singole forze politiche e che lacerano i partiti, i movimenti, le coscienze individuali. Per questo ogni occasione per capire meglio di cosa stiamo parlando è la benvenuta. "
"1252129"|"2014-05-17"|"CON I PENSIONATI A MANGIARE PESCE "|" - Il circolo pensionati di Arco ha organizzato per il giorno 31 maggio un viaggio a Chioggia con pranzo a base di pesce. Le iscrizioni si raccolgono presso il bar del circolo. "
"1259486"|"2014-05-20"|"CON I PENSIONATI A MANGIARE PESCE "|" - Sabato 24 l'escursione organizzata dal circolo pensionati di Arco, un viaggio a Chioggia con pranzo a base di pesce. Le iscrizioni si raccolgono presso il bar del circolo. "
"1259491"|"2014-05-20"|"I ALTO GARDA Farmacie fuori orario "|"Oggi sono di turno fuori orario la farmacia Bettinazzi di Arco (tel. 0464 516171) e la farmacia Chinaglia di Torbole (0464 505440). "
"1269268"|"2014-05-23"|"ALTO GARDA Farmacie in servizio "|"Di turno fuori orario la farmacia Redi di Arco (tel. 0464-516214)) e la Foletto a Pieve (0464-591038). "
"1298236"|"2014-06-01"|" Le farmacie di turno "|"Prestano servizio al di fuori del normale orario di apertura la farmacia Venezian di Arco (0464.519080) e la farmacia Ropelato di Sarche (0461.563141). Oggi e domani in appoggio la farmacia Accorsi di piazza delle Erbe a Riva (0464.552302). "
"1299963"|"2014-06-02"|"«Veg-festa» nel nome degli animali "|""
"1301612"|"2014-06-03"|"Primario a Mantova e volontario in Etiopia "|"PINZOLO - Medico chirurgo specializzato, docente universitario e presidente per tre mandati consecutivi dell'associazione di categoria, ma anche benefattore e amante del continente africano, appassionato di storia e, a suo dire, «emigrato che non vede l'ora di tornare nella terra natia». Nato a Arco e cresciuto a Pinzolo, Marco Collini, primario emerito del reparto di maxillo facciale dell'ospedale di Mantova, è tornato in Trentino per parlare, nell'ambito di un convegno organizzato dal Rotary Club Trento, di una delle sue tante esperienze in ambito sanitario: la fondazione e la conduzione di un centro medico di primo intervento in una delle zone più povere dell'Etiopia, nella regione del Guraghe. Classe 1948, Collini studia all'istituto arcivescovile Celestino Endrici di Trento, scegliendo poi di diplomarsi in medicina all'università di Parma. Conseguita la laurea, Collini continua gli studi di ricerca specializzandosi in diversi campi: dall'odontoiatria alla chirurgia facciale, dall'otorinolaringoiatria all'insegnamento. Nel 1988 viene quindi chiamato a dirigere la divisione maxillo-facciale del nosocomio Carlo Poma di Mantova, continuando tuttavia a mantenere i contatti con l'amato Trentino. «Fuori provincia mi sono sempre sentito un immigrato - aggiunge il chirurgo - e fin da subito ho credito di dover rappresentare il mio territorio di origine quale ambasciatore. A Mantova trovai una chiesetta dedicata a San Martino utilizzata come luogo di culto e di sepoltura per i lavoratori stagionali della Val Rendena nel Seicento». Nel suo tempo libero, il primario entra in contatto con i frati cappuccini trentini, impegnati da decenni a fornire assistenza ad una popolazione poverissima: quella etiope. «Andai per la prima volta in Etiopia nel 2002 - dice Collini - cercando di mettere le mie competenze a disposizione delle missioni del posto, gestite soprattutto da suore. Ovviamente non si poteva intervenire chirurgicamente, ma si cercava quantomeno di garantire una medicina di base». Collini investe fin da subito tempo e risorse per la realizzazione di un pozzo e di un piccolo centro ospedaliero nelle vicinanze del villaggio di Maganasse. «Ora - conclude confidandoci il proposito di tornare quanto prima a vivere in Trentino - vado in Africa una volta all'anno per svolgere il mio turno di servizio a favore della gente del posto». "
"1318655"|"2014-06-09"|"Riva, oggi i funerali del dottor Manzi "|"RIVA-Si svolgeranno oggi alle 15, nella chiesa Arcipretale di Riva, i funerali del dottor Peppino Manzi (nella foto), storico pediatra dell'Alto Garda e delle Giudicarie scomparso venerdì all'età di 94 anni. Nato a Pavia il 30 ottobre 1919, si laurea in medicina e chirurgia il 29 dicembre 1945 presso l'ateneo lombardo. Sempre all'Università di Pavia consegue nel febbraio del '47 la specializzazione in Igiene pratica e l'anno successivo, all'ateneo di Parma, quella di pediatria e puericoltura. Dal gennaio 1950 è aiuto al Preventorio infantile Pavese di Torbole (l'attuale ex Colonia Pavese) dove vi resta fino al giugno 1976. Contemporaneamente, dal '62 al 1989, il dottor Manzi svolge attività professionale come specialista in pediatria consultoriale per incarico dell'Onmi, l'Organizzazione nazionale maternità e infanzia. Il dottor Manzi era ufficialmente in pensione dal 1990. Lascia i figli Mario, Alberto (chirurgo presso l'unità operativa dell'ospedale di Arco) e Anna. Nell'ultimo anno di vita, considerate le precarie condizioni di salute, si era trasferito ad Arco per vivere accanto al figlio Alberto. "
"1337201"|"2014-06-15"|"Qui ortopedia è eccellente "|"«Mi ha molto colpito la qualità che ho trovato in reparto. Una serie di colleghi preparati che coprono con efficienza gran parte delle patologie ortopediche. Perché quindi tanti trentini vanno a farsi curare fuori provincia? Direi che non c'è stata capacità di comunicare, di farsi conoscere. Se la gente avesse ben chiaro il livello delle prestazioni erogate qui, non se ne andrebbe». Fabrizio Cortese domani mattina prenderà servizio come primario di Ortopedia al Santa Maria del Carmine. Nominato a capo di una struttura che conta dodici dirigenti medici dalla direzione dell'Apss dopo aver dominato la selezione pubblica, che ha visto la partecipazione di altri nove professionisti. «Devo dire che la mia nomina mi ha francamente stupito. Si vede che qui si sceglie in base al merito. Non è scontato. Né una pratica diffusa». Nato a Roma il 31 luglio 1963, laurea in Cattolica nel 1988, specializzato in ortopedia e traumatologia nel 1993. Tre anni di servizio come ufficiale medico dell'elisoccorso presso il 15esimo stormo dell'aereonautica militare svolgendo numerose missioni in Italia e all'estero. Componente della faculty di caviglia della Società italiana di artroscopia, dalla fondazione è stato componente del Consiglio direttivo della società veneta degli ortopedici e traumatologi ospedalieri. Negli ultimi dieci anni ha lavorato, «a stretto contatto con il direttore dell'unità operativa Claudio Zorzi», presso la divisione ortopedica del Sacro Cuore di Negrar (Verona). Proprio dove ogni anno centinaia di trentini si recano per interventi di chirurgia ortopedica. Nessun mistero che nel mandato con cui Cortese arriva a Rovereto spicca il compito di ridurre questa dinamica. Oltre 1.400 i ricoveri fuori provincia nel 2012. Un danno economico per la sanità trentina non indifferente, visto che la ricostruzione dei legamenti o l'installazione di una protesi costano rispettivamente 3mila e 1 Ornila euro. «La maggior parte dei trasferimenti sono per interventi di chirurgia del ginocchio, del piede, dell'anca e per traumatologia dello sport sottolinea ancora Cortese -. Una \"fuga\" che in effetti non ha senso di esistere». Come ridurre quindi l'esodo verso il Veneto? «Da un lato aumentando il numero assoluto di interventi in Vallagarina. Cominceremo a fare interventi di retropiede e protesica del piede, amplieremo gli spazi della chirurgia dello sport, delle patologie della cartilagine e della chirurgia legamentosa». Non che questo voglia dire il venir meno dei rapporti scientifici con Negrar. «La collaborazione con Zorzi resterà in essere, Rovereto ha tutto da guadagnare». Nel 2012 al Santa Maria del Carmine sono stati effettuati 3.100 interventi di chirurgia ortopedica; altri 700 a Arco (anch'essa da domani sotto la direzione di Cortese), dove si è specializzati in chirurgia artroscopica e della spalla. Nel 2013 i casi sono stati 2300. È fattibile, a parità di forze disponibili, aumentare significativamente il numero di interventi? «Contiamo di rinnovare la convenzione con l'Università di Udine per avere uno specializzando in reparto. Anzi, vorremmo ampliare l'accordo a Verona. Ma al di là di queste eventualità, le forze già ci sono. Vanno però sfruttati meglio i tempi operatori, i \"tempi di sala\". In pratica, ridurre i tempi morti. Conto di farcela, l'organizzazione del lavoro è un po' la mia specialità. A Negrar mi sono occupato della definizione dei protocolli per patologie comuni a tutto l'ospedale, e della standardizzazione delle risposte. Certo avrò bisogno dell'appoggio della struttura, della collaborazione degli altri reparti, a cominciare ovviamente dagli anestesisti». Il mandato con cui Cortese prenderà in mano da domani ortopedia prevede, oltre alla riduzione degli \"esodi\", l'operazione di tutte le fratture del femore, tipica infermità degli anziani, entro 48 ore dal ricovero (obiettivo centrato nel 2013 al 65%). Inoltre, la riduzione delle prestazioni ambulatoriali non motivate. «Va recuperato il rapporto con il territorio, con i medici di base. Dobbiamo migliorare la nostra comunicazione. Far sapere al'esterno quello che facciamo all'interno. Contatti con le associazioni sportive, con i presidi sanitari, con il mondo dello sport. Rispondere alle richieste di prestazione del territorio efficentando le risorse già disponibili». "
